Name,Year,Made,Condition,Price of car,LATITUDE of car,LONGITUDE of car
Honda Civic,1999,Canada,Used,11094,+33.183015,-117.242966
Honda Civic,1999,Canada,Used,11808,+33.175513,-117.320536
Honda Civic,1999,Canada,Used,11976,+33.172582,-117.299058
Honda Civic,1999,Canada,Used,11162,+33.171832,-117.306324
Honda Civic,1999,Canada,Used,11815,+33.163530,-117.316689
Honda Civic,1999,Canada,Used,14985,+33.168458,-117.310964
Honda Civic,1999,Canada,Used,13444,+33.161785,-117.308523
Honda Civic,1999,Canada,Used,13988,+33.181252,-117.285349
Honda Civic,1999,Canada,Used,11745,+33.177833,-117.290381
Honda Civic,1999,Canada,Used,13755,+33.176771,-117.284011
Honda Civic,1999,Canada,Used,14026,+33.163694,-117.249284
Honda Civic,1999,Canada,Used,13480,+33.149944,-117.291094
Honda Civic,1999,Canada,Used,13052,+33.152844,-117.281593
Honda Civic,1999,Canada,Used,12697,+33.161976,-117.269879
Honda Civic,1999,Canada,Used,14909,+33.165251,-117.262556
Honda Civic,1999,Canada,Used,14645,+33.168861,-117.254896
Honda Civic,1999,Canada,Used,13034,+33.158156,-117.266142
Honda Civic,1999,Canada,Used,14751,+33.177610,-117.265839
Honda Civic,1999,Canada,Used,11486,+33.170606,-117.26466
Honda Civic,1999,Canada,Used,12388,+33.179215,-117.276848
Honda Civic,1999,Canada,Used,11813,+33.175915,-117.220415
Honda Civic,1999,Canada,Used,13873,+33.167542,-117.208495
Honda Civic,1999,Canada,Used,14567,+33.182677,-117.209628
Honda Civic,1999,Canada,Used,14481,+33.173463,-117.201139
Honda Civic,1999,Canada,Used,12660,+33.173247,-117.24184
Honda Civic,1999,Canada,Used,11526,+33.169842,-117.224003
Honda Civic,1999,Canada,Used,12446,+33.166611,-117.238047
Honda Civic,1999,Canada,Used,13117,+33.164003,-117.231056
Honda Civic,1999,Canada,Used,12658,+33.160883,-117.22958
Honda Civic,1999,Canada,Used,14742,+33.150594,-117.237859
Honda Civic,1999,Canada,Used,13542,+33.113275,-117.256204
Honda Civic,1999,Canada,Used,12400,+33.123589,-117.235802
Honda Civic,1999,Canada,Used,12669,+33.115234,-117.23693
Honda Civic,1999,Canada,Used,13175,+33.094904,-117.256323
Honda Civic,1999,Canada,Used,11598,+33.096577,-117.255728
Honda Civic,1999,Canada,Used,12274,+33.105293,-117.243999
Honda Civic,1999,Canada,Used,13927,+33.106474,-117.23279
Honda Civic,1999,Canada,Used,12361,+33.088046,-117.249328
Honda Civic,1999,Canada,Used,14898,+33.089726,-117.236004
Honda Civic,1999,Canada,Used,12810,+33.071075,-117.252793
Honda Civic,1999,Canada,Used,14112,+33.083760,-117.245251
Honda Civic,1999,Canada,Used,12282,+33.078008,-117.249788
Honda Civic,1999,Canada,Used,13508,+33.083702,-117.261558
Honda Civic,1999,Canada,Used,12209,+33.082950,-117.256128
Honda Civic,1999,Canada,Used,12367,+33.161490,-117.215651
Honda Civic,1999,Canada,Used,12378,+33.156344,-117.217251
Honda Civic,1999,Canada,Used,12268,+33.160234,-117.20711
Honda Civic,1999,Canada,Used,11473,+33.157618,-117.20317
Honda Civic,1999,Canada,Used,12483,+33.154294,-117.199872
Honda Civic,1999,Canada,Used,12331,+33.152570,-117.203342
Honda Civic,1999,Canada,Used,12024,+33.146665,-117.205508
Honda Civic,1999,Canada,Used,12434,+33.136301,-117.218257
Honda Civic,1999,Canada,Used,12357,+33.136924,-117.207412
Honda Civic,1999,Canada,Used,14196,+33.128006,-117.218327
Honda Civic,1999,Canada,Used,13599,+33.163664,-117.180128
Honda Civic,1999,Canada,Used,11678,+33.161062,-117.187258
Honda Civic,1999,Canada,Used,13826,+33.149519,-117.172963
Honda Civic,1999,Canada,Used,11889,+33.145705,-117.167727
Honda Civic,1999,Canada,Used,12001,+33.157544,-117.186016
Honda Civic,1999,Canada,Used,14857,+33.163564,-117.155504
Honda Civic,1999,Canada,Used,12116,+33.157203,-117.146385
Honda Civic,1999,Canada,Used,14569,+33.152946,-117.155918
Honda Civic,1999,Canada,Used,14626,+33.145616,-117.151301
Honda Civic,1999,Canada,Used,11994,+33.152215,-117.135391
Honda Civic,1999,Canada,Used,12394,+33.151309,-117.126334
Honda Civic,1999,Canada,Used,11104,+33.145209,-117.12708
Honda Civic,1999,Canada,Used,12450,+33.142579,-117.119778
Honda Civic,1999,Canada,Used,12616,+33.143628,-117.13414
Honda Civic,1999,Canada,Used,12292,+33.139844,-117.132349
Honda Civic,1999,Canada,Used,11622,+33.137574,-117.122789
Honda Civic,1999,Canada,Used,13738,+33.127256,-117.208371
Honda Civic,1999,Canada,Used,11867,+33.128937,-117.180828
Honda Civic,1999,Canada,Used,11770,+33.124238,-117.197205
Honda Civic,1999,Canada,Used,11012,+33.109257,-117.189425
Honda Civic,1999,Canada,Used,11270,+33.125853,-117.175319
Honda Civic,1999,Canada,Used,13264,+33.115135,-117.214848
Honda Civic,1999,Canada,Used,13326,+33.141755,-117.168672
Honda Civic,1999,Canada,Used,12332,+33.142414,-117.172574
Honda Civic,1999,Canada,Used,12863,+33.134351,-117.199903
Honda Civic,1999,Canada,Used,14329,+33.144673,-117.18225
Honda Civic,1999,Canada,Used,12311,+33.138641,-117.167596
Honda Civic,1999,Canada,Used,13186,+33.171270,-117.04546
Honda Civic,1999,Canada,Used,12704,+33.160472,-117.069715
Honda Civic,1999,Canada,Used,12063,+33.176266,-117.095757
Honda Civic,1999,Canada,Used,12966,+33.185168,-117.088162
Honda Civic,1999,Canada,Used,11466,+33.162524,-117.09933
Honda Civic,1999,Canada,Used,14022,+33.152461,-117.094627
Honda Civic,1999,Canada,Used,14081,+33.152353,-117.08797
Honda Civic,1999,Canada,Used,12840,+33.142986,-117.085269
Honda Civic,1999,Canada,Used,12227,+33.155812,-117.07618
Honda Civic,1999,Canada,Used,11641,+33.149341,-117.070966
Honda Civic,1999,Canada,Used,12177,+33.134695,-117.090297
Honda Civic,1999,Canada,Used,12342,+33.138046,-117.090759
Honda Civic,1999,Canada,Used,11013,+33.137312,-117.086463
Honda Civic,1999,Canada,Used,14178,+33.138518,-117.082346
Honda Civic,1999,Canada,Used,12227,+33.146220,-117.067569
Honda Civic,1999,Canada,Used,11449,+33.149169,-117.060375
Honda Civic,1999,Canada,Used,14631,+33.140753,-117.077888
Honda Civic,1999,Canada,Used,13937,+33.142627,-117.071619
Honda Civic,1999,Canada,Used,13508,+33.135644,-117.075267
Honda Civic,1999,Canada,Used,11978,+33.132640,-117.072844
Honda Civic,1999,Canada,Used,14106,+33.128662,-117.070791
Honda Civic,1999,Canada,Used,14045,+33.144054,-117.060776
Honda Civic,1999,Canada,Used,11909,+33.140688,-117.058427
Honda Civic,1999,Canada,Used,11316,+33.137888,-117.05795
Honda Civic,1999,Canada,Used,14526,+33.131231,-117.052429
Honda Civic,1999,Canada,Used,12860,+33.134990,-117.054547
Honda Civic,1999,Canada,Used,12948,+33.146200,-117.053211
Honda Civic,1999,Canada,Used,12139,+33.141195,-117.048791
Honda Civic,1999,Canada,Used,12457,+33.137252,-117.04648
Honda Civic,1999,Canada,Used,13471,+33.134135,-117.046853
Honda Civic,1999,Canada,Used,14118,+33.147774,-117.041282
Honda Civic,1999,Canada,Used,14425,+33.143206,-117.040405
Honda Civic,1999,Canada,Used,13813,+33.139896,-117.067745
Honda Civic,1999,Canada,Used,14826,+33.135560,-117.06524
Honda Civic,1999,Canada,Used,11817,+33.126988,-117.060681
Honda Civic,1999,Canada,Used,12894,+33.128942,-117.059914
Honda Civic,1999,Canada,Used,11331,+33.134064,-117.079697
Honda Civic,1999,Canada,Used,11054,+33.128178,-117.076456
Honda Civic,1999,Canada,Used,13947,+33.130807,-117.077636
Honda Civic,1999,Canada,Used,11080,+33.129361,-117.081875
Honda Civic,1999,Canada,Used,11217,+33.126324,-117.079981
Honda Civic,1999,Canada,Used,12553,+33.132846,-117.083689
Honda Civic,1999,Canada,Used,11247,+33.165425,-117.123939
Honda Civic,1999,Canada,Used,14302,+33.167551,-117.13684
Honda Civic,1999,Canada,Used,13057,+33.159270,-117.117477
Honda Civic,1999,Canada,Used,14626,+33.169120,-117.138508
Honda Civic,1999,Canada,Used,14545,+33.152933,-117.113897
Honda Civic,1999,Canada,Used,14103,+33.150821,-117.098871
Honda Civic,1999,Canada,Used,13766,+33.147062,-117.116512
Honda Civic,1999,Canada,Used,12782,+33.125230,-117.151603
Honda Civic,1999,Canada,Used,13275,+33.131508,-117.144551
Honda Civic,1999,Canada,Used,14093,+33.096714,-117.116816
Honda Civic,1999,Canada,Used,13100,+33.120828,-117.109604
Honda Civic,1999,Canada,Used,14234,+33.111716,-117.108702
Honda Civic,1999,Canada,Used,13046,+33.103301,-117.10961
Honda Civic,1999,Canada,Used,11603,+33.137871,-117.095034
Honda Civic,1999,Canada,Used,13211,+33.132228,-117.099049
Honda Civic,1999,Canada,Used,14695,+33.138925,-117.098684
Honda Civic,1999,Canada,Used,14419,+33.138386,-117.109874
Honda Civic,1999,Canada,Used,13255,+33.132897,-117.101973
Honda Civic,1999,Canada,Used,11711,+33.066959,-117.076094
Honda Civic,1999,Canada,Used,14289,+33.072646,-117.102373
Honda Civic,1999,Canada,Used,13735,+33.102867,-117.083701
Honda Civic,1999,Canada,Used,13217,+33.095857,-117.076862
Honda Civic,1999,Canada,Used,14913,+33.107880,-117.102334
Honda Civic,1999,Canada,Used,12182,+33.104018,-117.096219
Honda Civic,1999,Canada,Used,11499,+33.094853,-117.10387
Honda Civic,1999,Canada,Used,12893,+33.085279,-117.096634
Honda Civic,1999,Canada,Used,13174,+33.079917,-117.080722
Honda Civic,1999,Canada,Used,14491,+33.111994,-117.091633
Honda Civic,1999,Canada,Used,12710,+33.113037,-117.087064
Honda Civic,1999,Canada,Used,13698,+33.107596,-117.083759
Honda Civic,1999,Canada,Used,11695,+33.112273,-117.074238
Honda Civic,1999,Canada,Used,14096,+33.116942,-117.080252
Honda Civic,1999,Canada,Used,12467,+33.110534,-117.077906
Honda Civic,1999,Canada,Used,14778,+33.124888,-117.06704
Honda Civic,1999,Canada,Used,13652,+33.122983,-117.07323
Honda Civic,1999,Canada,Used,14181,+33.118304,-117.071579
Honda Civic,1999,Canada,Used,11319,+33.117779,-117.066006
Honda Civic,1999,Canada,Used,14754,+33.128032,-117.048405
Honda Civic,1999,Canada,Used,12194,+33.125346,-117.054294
Honda Civic,1999,Canada,Used,13618,+33.115199,-117.056555
Honda Civic,1999,Canada,Used,14009,+33.100390,-117.049347
Honda Civic,1999,Canada,Used,14945,+33.114124,-117.036347
Honda Civic,1999,Canada,Used,11659,+33.085508,-117.040015
Honda Civic,1999,Canada,Used,11777,+33.107807,-117.070682
Honda Civic,1999,Canada,Used,12630,+33.102491,-117.070063
Honda Civic,1999,Canada,Used,11029,+33.089426,-117.066709
Honda Civic,1999,Canada,Used,14209,+33.099627,-117.064403
Honda Civic,1999,Canada,Used,14909,+33.133082,-117.007986
Honda Civic,1999,Canada,Used,12694,+33.133645,-117.039165
Honda Civic,1999,Canada,Used,12768,+33.133180,-117.02665
Honda Civic,1999,Canada,Used,12179,+33.142184,-117.031712
Honda Civic,1999,Canada,Used,11910,+33.067931,-117.043257
Honda Civic,1999,Canada,Used,12189,+32.991988,-116.941579
Honda Civic,1999,Canada,Used,11100,+33.038536,-116.932623
Honda Civic,1999,Canada,Used,14578,+32.995820,-116.893115
Honda Civic,1999,Canada,Used,14150,+33.026169,-116.88468
Honda Civic,1999,Canada,Used,13427,+33.035732,-116.890049
Honda Civic,1999,Canada,Used,14873,+33.043778,-116.879105
Honda Civic,1999,Canada,Used,12426,+33.036584,-116.872468
Honda Civic,1999,Canada,Used,13914,+33.026998,-116.872204
Honda Civic,1999,Canada,Used,11360,+33.072628,-116.832736
Honda Civic,1999,Canada,Used,13404,+33.042941,-116.857142
Honda Civic,1999,Canada,Used,12094,+33.030192,-116.854127
Honda Civic,1999,Canada,Used,13144,+33.052830,-116.863249
Honda Civic,1999,Canada,Used,11972,+33.025285,-116.797378
Honda Civic,1999,Canada,Used,14282,+33.012767,-116.831924
Honda Civic,1999,Canada,Used,14282,+33.017159,-116.813366
Honda Civic,1999,Canada,Used,12311,+33.000836,-116.780831
Honda Civic,1999,Canada,Used,14484,+32.997502,-116.814225
Honda Civic,1999,Canada,Used,13963,+33.008707,-116.781771
Honda Civic,1999,Canada,Used,12965,+32.891802,-116.556303
Honda Civic,1999,Canada,Used,12590,+32.829175,-116.524687
Honda Civic,1999,Canada,Used,13320,+33.343420,-116.790405
Honda Civic,1999,Canada,Used,14206,+33.174950,-116.762204
Honda Civic,1999,Canada,Used,13423,+33.269152,-116.64509
Honda Civic,1999,Canada,Used,12930,+33.051276,-116.621277
Honda Civic,1999,Canada,Used,12134,+33.064988,-116.575711
Honda Civic,1999,Canada,Used,11816,+33.073982,-116.595247
Honda Civic,1999,Canada,Used,13352,+33.044868,-116.287553
Honda Civic,1999,Canada,Used,13204,+33.279045,-116.385993
Honda Civic,1999,Canada,Used,12655,+33.222487,-116.364338
Honda Civic,1999,Canada,Used,14835,+33.248227,-116.364255
Honda Civic,1999,Canada,Used,12140,+32.620556,-116.619754
Honda Civic,1999,Canada,Used,13295,+32.673750,-116.320838
Honda Civic,1999,Canada,Used,13738,+32.648026,-116.472624
Honda Civic,1999,Canada,Used,11042,+32.624184,-116.201269
Honda Civic,1999,Canada,Used,14486,+32.861588,-116.640319
Honda Civic,1999,Canada,Used,13791,+32.802286,-116.627524
Honda Civic,1999,Canada,Used,14690,+32.819493,-116.798347
Honda Civic,1999,Canada,Used,14556,+32.820736,-116.752217
Honda Civic,1999,Canada,Used,11884,+32.829872,-116.707733
Honda Civic,1999,Canada,Used,12927,+32.832341,-116.785815
Honda Civic,1999,Canada,Used,13822,+32.827358,-116.767809
Honda Civic,1999,Canada,Used,11257,+32.835385,-116.76102
Honda Civic,1999,Canada,Used,14882,+32.846866,-116.762724
Honda Civic,1999,Canada,Used,12437,+32.610732,-116.859219
Honda Civic,1999,Canada,Used,12138,+32.737281,-116.75596
Honda Civic,1999,Canada,Used,13966,+32.747126,-116.880263
Honda Civic,1999,Canada,Used,14535,+32.692235,-116.93529
Honda Civic,1999,Canada,Used,12212,+32.719587,-116.882477
Honda Civic,1999,Canada,Used,13152,+32.714731,-116.84534
Honda Civic,1999,Canada,Used,11487,+32.716846,-116.868446
Honda Civic,1999,Canada,Used,13182,+32.730318,-117.221788
Honda Civic,1999,Canada,Used,13953,+32.729527,-117.228177
Honda Civic,1999,Canada,Used,13090,+32.724595,-117.230807
Honda Civic,1999,Canada,Used,12071,+32.952106,-117.193779
Honda Civic,1999,Canada,Used,14426,+32.950810,-117.208722
Honda Civic,1999,Canada,Used,11449,+32.955997,-117.209175
Honda Civic,1999,Canada,Used,13030,+32.655393,-117.15045
Honda Civic,1999,Canada,Used,13301,+32.676702,-117.173969
Honda Civic,1999,Canada,Used,12109,+32.684831,-117.180832
Honda Civic,1999,Canada,Used,11698,+32.692659,-117.188442
Honda Civic,1999,Canada,Used,12048,+32.668177,-117.117705
Honda Civic,1999,Canada,Used,13077,+32.671622,-117.107787
Honda Civic,1999,Canada,Used,12130,+32.683286,-117.087753
Honda Civic,1999,Canada,Used,14743,+32.675844,-117.086643
Honda Civic,1999,Canada,Used,14014,+33.140641,-117.299096
Honda Civic,1999,Canada,Used,14100,+33.117061,-117.287666
Honda Civic,1999,Canada,Used,11087,+33.108300,-117.279892
Honda Civic,1999,Canada,Used,12949,+32.929719,-117.329717
Honda Civic,1999,Canada,Used,12400,+37.806571,-122.410834
Honda Civic,1999,Canada,Used,11148,+37.804949,-122.41231
Honda Civic,1999,Canada,Used,14029,+37.803895,-122.419854
Honda Civic,1999,Canada,Used,12373,+37.800909,-122.422192
Honda Civic,1999,Canada,Used,11334,+37.804089,-122.423245
Honda Civic,1999,Canada,Used,14445,+37.802705,-122.415658
Honda Civic,1999,Canada,Used,12009,+37.800966,-122.414497
Honda Civic,1999,Canada,Used,13931,+37.799564,-122.415209
Honda Civic,1999,Canada,Used,13084,+37.802928,-122.412521
Honda Civic,1999,Canada,Used,13528,+37.802762,-122.409631
Honda Civic,1999,Canada,Used,14665,+37.802856,-122.405849
Honda Civic,1999,Canada,Used,12282,+37.799994,-122.404603
Honda Civic,1999,Canada,Used,12255,+37.801544,-122.402486
Honda Civic,1999,Canada,Used,12318,+37.796790,-122.398573
Honda Civic,1999,Canada,Used,11692,+37.800280,-122.406699
Honda Civic,1999,Canada,Used,11663,+37.798266,-122.40469
Honda Civic,1999,Canada,Used,13225,+37.799858,-122.407997
Honda Civic,1999,Canada,Used,11418,+37.800164,-122.411379
Honda Civic,1999,Canada,Used,11920,+37.798514,-122.410724
Honda Civic,1999,Canada,Used,12316,+37.797068,-122.409016
Honda Civic,1999,Canada,Used,13666,+37.798064,-122.408864
Honda Civic,1999,Canada,Used,14219,+37.797745,-122.414478
Honda Civic,1999,Canada,Used,11521,+37.796218,-122.414408
Honda Civic,1999,Canada,Used,12766,+37.795107,-122.4137
Honda Civic,1999,Canada,Used,13491,+37.799228,-122.419075
Honda Civic,1999,Canada,Used,13000,+37.797262,-122.419452
Honda Civic,1999,Canada,Used,14014,+37.798024,-122.422505
Honda Civic,1999,Canada,Used,13867,+37.795730,-122.419662
Honda Civic,1999,Canada,Used,11152,+37.794641,-122.418614
Honda Civic,1999,Canada,Used,13957,+37.793293,-122.419496
Honda Civic,1999,Canada,Used,11802,+37.791921,-122.419456
Honda Civic,1999,Canada,Used,12347,+37.790894,-122.417841
Honda Civic,1999,Canada,Used,13948,+37.789327,-122.418716
Honda Civic,1999,Canada,Used,13991,+37.793990,-122.412011
Honda Civic,1999,Canada,Used,14338,+37.792979,-122.413914
Honda Civic,1999,Canada,Used,14556,+37.792387,-122.413118
Honda Civic,1999,Canada,Used,11825,+37.795784,-122.410074
Honda Civic,1999,Canada,Used,11068,+37.793614,-122.408492
Honda Civic,1999,Canada,Used,11346,+37.791579,-122.404725
Honda Civic,1999,Canada,Used,13136,+37.789219,-122.406469
Honda Civic,1999,Canada,Used,13177,+37.793512,-122.406332
Honda Civic,1999,Canada,Used,14128,+37.790920,-122.41416
Honda Civic,1999,Canada,Used,11159,+37.789997,-122.413812
Honda Civic,1999,Canada,Used,14593,+37.790527,-122.409643
Honda Civic,1999,Canada,Used,12166,+37.791514,-122.409478
Honda Civic,1999,Canada,Used,13716,+37.788523,-122.417678
Honda Civic,1999,Canada,Used,13785,+37.787556,-122.417442
Honda Civic,1999,Canada,Used,11986,+37.788538,-122.413689
Honda Civic,1999,Canada,Used,14412,+37.789235,-122.410479
Honda Civic,1999,Canada,Used,12967,+37.786326,-122.416165
Honda Civic,1999,Canada,Used,14190,+37.784911,-122.416167
Honda Civic,1999,Canada,Used,12463,+37.785697,-122.419425
Honda Civic,1999,Canada,Used,11147,+37.785587,-122.41125
Honda Civic,1999,Canada,Used,11987,+37.785219,-122.413699
Honda Civic,2002,USA,Used,15442,+37.786655,-122.41399
Honda Civic,2002,USA,Used,23688,+37.786943,-122.412179
Honda Civic,2002,USA,Used,22421,+37.782804,-122.416581
Honda Civic,2002,USA,Used,16180,+37.783240,-122.414985
Honda Civic,2002,USA,Used,21132,+37.780615,-122.415203
Honda Civic,2002,USA,Used,25700,+37.777158,-122.417994
Honda Civic,2002,USA,Used,23763,+37.783194,-122.419126
Honda Civic,2002,USA,Used,19372,+37.781918,-122.412751
Honda Civic,2002,USA,Used,18628,+37.784242,-122.409857
Honda Civic,2002,USA,Used,26062,+37.784372,-122.412886
Honda Civic,2002,USA,Used,18764,+37.783473,-122.41246
Honda Civic,2002,USA,Used,24664,+37.802397,-122.438919
Honda Civic,2002,USA,Used,16814,+37.805063,-122.438725
Honda Civic,2002,USA,Used,19388,+37.804094,-122.433623
Honda Civic,2002,USA,Used,24895,+37.804019,-122.444669
Honda Civic,2002,USA,Used,23797,+37.801734,-122.443909
Honda Civic,2002,USA,Used,18381,+37.800415,-122.444271
Honda Civic,2002,USA,Used,25425,+37.798074,-122.438479
Honda Civic,2002,USA,Used,25601,+37.796068,-122.443783
Honda Civic,2002,USA,Used,24873,+37.797782,-122.444576
Honda Civic,2002,USA,Used,21929,+37.799159,-122.443856
Honda Civic,2002,USA,Used,25086,+37.801062,-122.427018
Honda Civic,2002,USA,Used,21988,+37.802944,-122.427401
Honda Civic,2002,USA,Used,21729,+37.799537,-122.428331
Honda Civic,2002,USA,Used,20627,+37.801429,-122.430838
Honda Civic,2002,USA,Used,21247,+37.799647,-122.434226
Honda Civic,2002,USA,Used,23616,+37.797836,-122.425417
Honda Civic,2002,USA,Used,16322,+37.797422,-122.428919
Honda Civic,2002,USA,Used,16104,+37.796894,-122.431985
Honda Civic,2002,USA,Used,25478,+37.796539,-122.435444
Honda Civic,2002,USA,Used,18653,+37.795107,-122.425189
Honda Civic,2002,USA,Used,26977,+37.792385,-122.424389
Honda Civic,2002,USA,Used,21017,+37.790867,-122.426699
Honda Civic,2002,USA,Used,16590,+37.794870,-122.428298
Honda Civic,2002,USA,Used,19104,+37.794094,-122.432105
Honda Civic,2002,USA,Used,20247,+37.794069,-122.436653
Honda Civic,2002,USA,Used,26811,+37.793149,-122.442413
Honda Civic,2002,USA,Used,20992,+37.790506,-122.449095
Honda Civic,2002,USA,Used,26551,+37.788811,-122.448613
Honda Civic,2002,USA,Used,18423,+37.787352,-122.449799
Honda Civic,2002,USA,Used,24705,+37.788814,-122.454986
Honda Civic,2002,USA,Used,20231,+37.787368,-122.457486
Honda Civic,2002,USA,Used,24088,+37.789358,-122.43752
Honda Civic,2002,USA,Used,22313,+37.788708,-122.442029
Honda Civic,2002,USA,Used,15765,+37.790538,-122.442654
Honda Civic,2002,USA,Used,17975,+37.791927,-122.432772
Honda Civic,2002,USA,Used,18610,+37.790009,-122.432005
Honda Civic,2002,USA,Used,21980,+37.788640,-122.424066
Honda Civic,2002,USA,Used,22161,+37.786410,-122.423368
Honda Civic,2002,USA,Used,16872,+37.788304,-122.426813
Honda Civic,2002,USA,Used,22585,+37.788060,-122.430644
Honda Civic,2002,USA,Used,26478,+37.787047,-122.433478
Honda Civic,2002,USA,Used,20308,+37.787111,-122.437455
Honda Civic,2002,USA,Used,25282,+37.786502,-122.441616
Honda Civic,2002,USA,Used,23679,+37.786523,-122.445247
Honda Civic,2002,USA,Used,23397,+37.784033,-122.444747
Honda Civic,2002,USA,Used,21601,+37.783202,-122.451235
Honda Civic,2002,USA,Used,22848,+37.785116,-122.452369
Honda Civic,2002,USA,Used,24337,+37.783861,-122.457013
Honda Civic,2002,USA,Used,20175,+37.786076,-122.427222
Honda Civic,2002,USA,Used,15752,+37.785348,-122.435121
Honda Civic,2002,USA,Used,22200,+37.784112,-122.4418
Honda Civic,2002,USA,Used,21394,+37.779813,-122.45485
Honda Civic,2002,USA,Used,17618,+37.775672,-122.456542
Honda Civic,2002,USA,Used,25538,+37.778145,-122.457245
Honda Civic,2002,USA,Used,23748,+37.780609,-122.443739
Honda Civic,2002,USA,Used,22277,+37.777342,-122.443973
Honda Civic,2002,USA,Used,26001,+37.780414,-122.450835
Honda Civic,2002,USA,Used,23792,+37.776456,-122.450007
Honda Civic,2002,USA,Used,19642,+37.781909,-122.435755
Honda Civic,2002,USA,Used,19081,+37.781264,-122.439083
Honda Civic,2002,USA,Used,23336,+37.779622,-122.435376
Honda Civic,2002,USA,Used,22043,+37.778778,-122.438896
Honda Civic,2002,USA,Used,25397,+37.777532,-122.438315
Honda Civic,2002,USA,Used,21051,+37.783216,-122.427587
Honda Civic,2002,USA,Used,22066,+37.782597,-122.432795
Honda Civic,2002,USA,Used,22985,+37.782429,-122.422457
Honda Civic,2002,USA,Used,15508,+37.779420,-122.425175
Honda Civic,2002,USA,Used,23464,+37.778597,-122.431102
Honda Civic,2002,USA,Used,26436,+37.779887,-122.429089
Honda Civic,2002,USA,Used,16227,+37.781034,-122.431188
Honda Civic,2002,USA,Used,20593,+37.777893,-122.42312
Honda Civic,2002,USA,Used,18878,+37.775883,-122.422363
Honda Civic,2002,USA,Used,20186,+37.776747,-122.425479
Honda Civic,2002,USA,Used,24386,+37.777205,-122.428134
Honda Civic,2002,USA,Used,20157,+37.775280,-122.42776
Honda Civic,2002,USA,Used,18998,+37.775752,-122.431216
Honda Civic,2002,USA,Used,22978,+37.774807,-122.435648
Honda Civic,2002,USA,Used,22523,+37.774979,-122.439497
Honda Civic,2002,USA,Used,25035,+37.774776,-122.44287
Honda Civic,2002,USA,Used,20046,+37.774450,-122.446012
Honda Civic,2002,USA,Used,18088,+37.773933,-122.449353
Honda Civic,2002,USA,Used,18349,+37.773315,-122.452624
Honda Civic,2002,USA,Used,18895,+37.771442,-122.443156
Honda Civic,2002,USA,Used,19615,+37.769485,-122.447239
Honda Civic,2002,USA,Used,23421,+37.770110,-122.451843
Honda Civic,2002,USA,Used,25278,+37.770790,-122.448233
Honda Civic,2002,USA,Used,26860,+37.772199,-122.433735
Honda Civic,2002,USA,Used,26355,+37.769931,-122.434213
Honda Civic,2002,USA,Used,24802,+37.770421,-122.437684
Honda Civic,2002,USA,Used,17566,+37.772062,-122.438085
Honda Civic,2002,USA,Used,17419,+37.772351,-122.430608
Honda Civic,2002,USA,Used,23674,+37.770209,-122.429915
Honda Civic,2002,USA,Used,26722,+37.771083,-122.427145
Honda Civic,2002,USA,Used,26246,+37.774167,-122.422682
Honda Civic,2002,USA,Used,21215,+37.773428,-122.428016
Honda Civic,2002,USA,Used,18777,+37.772700,-122.424696
Honda Civic,2002,USA,Used,25402,+37.767844,-122.431519
Honda Civic,2002,USA,Used,16382,+37.765535,-122.434158
Honda Civic,2002,USA,Used,19124,+37.767477,-122.437214
Honda Civic,2002,USA,Used,16920,+37.764435,-122.438984
Honda Civic,2002,USA,Used,24013,+37.762910,-122.443116
Honda Civic,2002,USA,Used,24486,+37.765799,-122.445997
Honda Civic,2002,USA,Used,16279,+37.763535,-122.446401
Honda Civic,2002,USA,Used,15667,+37.768313,-122.445771
Honda Civic,2002,USA,Used,18284,+37.765160,-122.450055
Honda Civic,2002,USA,Used,25426,+37.762815,-122.450359
Honda Civic,2002,USA,Used,26195,+37.767273,-122.450779
Honda Civic,2002,USA,Used,15251,+37.783014,-122.405857
Honda Civic,2002,USA,Used,22521,+37.779932,-122.409474
Honda Civic,2002,USA,Used,17247,+37.777830,-122.412313
Honda Civic,2002,USA,Used,20168,+37.775633,-122.415373
Honda Civic,2002,USA,Used,20779,+37.781376,-122.407615
Honda Civic,2002,USA,Used,21140,+37.765861,-122.409175
Honda Civic,2002,USA,Used,19619,+37.768988,-122.416178
Honda Civic,2002,USA,Used,15418,+37.781933,-122.403246
Honda Civic,2002,USA,Used,22080,+37.781514,-122.400369
Honda Civic,2002,USA,Used,23392,+37.777840,-122.406989
Honda Civic,2002,USA,Used,17357,+37.773797,-122.412311
Honda Civic,2002,USA,Used,21126,+37.825345,-122.373271
Honda Civic,2002,USA,Used,25422,+37.778534,-122.39699
Honda Civic,2002,USA,Used,16797,+37.774384,-122.404875
Honda Civic,2002,USA,Used,24602,+37.771765,-122.42051
Honda Civic,2002,USA,Used,22626,+37.767644,-122.420926
Honda Civic,2002,USA,Used,18092,+37.766849,-122.418722
Honda Civic,2002,USA,Used,22093,+37.764492,-122.419727
Honda Civic,2002,USA,Used,25688,+37.770328,-122.423719
Honda Civic,2002,USA,Used,24444,+37.767699,-122.424176
Honda Civic,2002,USA,Used,16027,+37.764847,-122.423895
Honda Civic,2002,USA,Used,17117,+37.766164,-122.427649
Honda Civic,2002,USA,Used,17613,+37.763462,-122.429244
Honda Civic,2002,USA,Used,16688,+37.764733,-122.430929
Honda Civic,2002,USA,Used,20205,+37.759715,-122.444534
